img_file_name,apple_kind,sugar_content_nir,soil_ec,soil_temper,soil_humidity,soil_potential,temperature,humidity,sunshine,sunrise_time,sunset_time,sugar_grade,daylight_hours
20210829_RGB_09.1_F12_HJ_01_029_02_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_04_029_01_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_04_029_02_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_024_02_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_024_03_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_024_04_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_024_05_270_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_027_02_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_027_03_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_027_04_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_027_05_270_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_030_01_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_030_02_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_030_03_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_030_04_0_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F12_HJ_05_030_05_270_A.jpg,HJ,9.1,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_04_005_03_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_04_005_04_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_04_013_01_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_04_013_02_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_04_013_03_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_05_013_01_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_05_013_02_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_05_013_04_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F13_HJ_06_015_01_0_A.jpg,HJ,9.1,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F14_HJ_03_003_02_0_A.jpg,HJ,9.1,0.6,21.7,31.85,-0.1,19.67,99.99,74.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F14_HJ_03_003_04_0_A.jpg,HJ,9.1,0.6,21.7,31.85,-0.1,19.67,99.99,74.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F14_HJ_15_030_05_270_A.jpg,HJ,9.1,0.6,21.7,31.85,-0.1,19.67,99.99,74.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_06_002_01_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_06_002_02_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_06_002_03_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_06_002_04_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_003_01_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_003_02_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_003_03_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_003_04_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_009_01_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_009_02_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_009_03_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_009_04_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_009_05_270_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.1_F15_HJ_07_025_01_0_A.jpg,HJ,9.1,1.3,21.41,21.41,-2.7,17.78,92.4,105.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_013_01_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_013_02_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_013_04_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_013_05_270_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_015_01_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_030_01_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_03_030_03_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F03_HJ_04_007_02_0_A.jpg,HJ,9.2,1.02,21.2,29.19,-0.2,20.96,96.37,22.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_06_028_02_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_06_028_03_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_06_028_04_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_06_028_05_270_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_07_018_01_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_07_018_03_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_007_01_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_007_02_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_007_03_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_007_05_270_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_020_01_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F06_HJ_08_020_02_0_A.jpg,HJ,9.2,0.59,20.2,32.48,-0.1,22.35,97.78,60.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F08_HJ_02_023_01_0_A.jpg,HJ,9.2,0.09,21.0,9.69,-0.3,22.75,95.82,52.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F08_HJ_02_023_02_0_A.jpg,HJ,9.2,0.09,21.0,9.69,-0.3,22.75,95.82,52.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F08_HJ_02_023_04_0_A.jpg,HJ,9.2,0.09,21.0,9.69,-0.3,22.75,95.82,52.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_02_005_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_02_005_04_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_02_006_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_02_006_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_006_01_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_006_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_006_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_006_04_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_012_01_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_03_012_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_04_022_01_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_04_022_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_04_022_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_06_008_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_07_013_01_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_07_013_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_09_023_01_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_09_023_02_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_09_023_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F09_HJ_09_025_03_0_A.jpg,HJ,9.2,1.06,22.58,19.74,-0.2,23.69,95.34,31.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_06_027_03_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_06_027_04_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_017_01_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_017_03_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_017_04_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_017_05_270_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_027_01_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_027_02_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_027_03_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_028_01_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_028_03_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F11_HJ_07_028_04_0_A.jpg,HJ,9.2,0.32,22.26,6.54,-0.1,23.26,94.54,137.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_01_024_01_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_01_024_02_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_02_017_01_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_02_017_03_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_018_01_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_018_02_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_018_03_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_018_04_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_022_02_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_022_03_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_04_022_04_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_05_022_01_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F12_HJ_06_022_01_0_A.jpg,HJ,9.2,0.75,20.65,33.44,-0.4,22.84,95.38,87.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_007_02_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_007_04_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_007_05_270_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_025_01_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_025_02_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_025_03_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_025_04_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_03_025_05_270_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_05_012_01_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_05_012_02_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_05_012_03_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F13_HJ_05_012_04_0_A.jpg,HJ,9.2,0.92,20.45,31.08,-0.1,19.31,98.84,62.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F14_HJ_14_013_03_0_A.jpg,HJ,9.2,0.6,21.7,31.85,-0.1,19.67,99.99,74.0,05:49,19:01,C,13.2
20210829_RGB_09.2_F14_HJ_14_013_04_0_A.jpg,HJ,9.2,0.6,21.7,31.85,-0.1,19.67,99.99,74.0,05:49,19:01,C,13.2
